ticket_number,date,time,article,Quantity,unit_price_euro
152934,23/01/2021,12:52:00,  DIVERS VIENNOISERIE  ,1,6
152935,23/01/2021,12:53:00,TRADITIONAL BAGUETTE,1,1.2
152936,23/01/2021,12:57:00,TRADITIONAL BAGUETTE,1,1.2
152938,23/01/2021,12:59:00,TRADITIONAL BAGUETTE,2,1.2
152940,23/01/2021,13:09:00,TRADITIONAL BAGUETTE,1,1.2
152941,23/01/2021,13:11:00,COUPE,1,0.15
152942,23/01/2021,13:12:00,GAL FRANGIPANE 4P,1,8
152943,23/01/2021,13:14:00,BAGUETTE,1,0.9
152944,23/01/2021,13:14:00,TRADITIONAL BAGUETTE,1,1.2
152946,23/01/2021,13:16:00,TRADITIONAL BAGUETTE,4,1.2
152951,23/01/2021,13:31:00,DIVERS SANDWICHS,1,3
152952,23/01/2021,13:32:00,BANETTE,1,1.05
152953,23/01/2021,13:33:00,DIVERS SANDWICHS,1,1.5
152955,23/01/2021,13:40:00,TRADITIONAL BAGUETTE,1,1.2
152956,23/01/2021,13:41:00,CAMPAGNE,1,1.8
152957,23/01/2021,13:43:00,CROISSANT AMANDES,1,1.4
152958,23/01/2021,13:45:00,SPECIAL BREAD,1,2.4
152960,23/01/2021,13:48:00,PAIN,1,1.15
152961,23/01/2021,13:52:00,TRADITIONAL BAGUETTE,1,1.2
152962,23/01/2021,14:03:00,SANDWICH COMPLET,1,4.5
152963,23/01/2021,14:07:00,SAND JB EMMENTAL,2,3.5
152965,23/01/2021,17:13:00,BOULE 400G,1,1.5
152969,23/01/2021,17:32:00,PAIN BANETTE,1,1.4
152971,23/01/2021,17:34:00,SACHET DE CROUTON,1,1.6
152972,23/01/2021,17:36:00,TRADITIONAL BAGUETTE,3,1.2
152973,23/01/2021,17:39:00,SEIGLE,1,1.8
152975,23/01/2021,17:44:00,CAMPAGNE,1,1.8
152976,23/01/2021,17:44:00,DIVERS VIENNOISERIE,1,€ 6.0
152977,23/01/2021,17:51:00,COUPE,1,0.15
152977,23/01/2021,17:51:00,FINANCIER X5,2,3
152977,23/01/2021,17:51:00,DIVERS VIENNOISERIE,1,6
152978,23/01/2021,17:52:00,FICELLE,-1,"0,6"
152978,23/01/2021,17:52:00,DIVERS VIENNOISERIE,-1,6
152978,23/01/2021,17:52:00,FINANCIER X5,-2,3
152979,23/01/2021,17:52:00,COUPE,1,0.15
152979,23/01/2021,17:52:00,DIVERS VIENNOISERIE,-1,6
152980,23/01/2021,17:59:00,TRADITIONAL BAGUETTE,1,1.2
152981,23/01/2021,18:01:00,SUCETTE,1,0.3
152985,23/01/2021,18:14:00,unknown,2,1.2
152987,23/01/2021,18:35:00,seigle,1,1.8
152987,23/01/2021,18:35:00,  DIVERS VIENNOISERIE  ,1,6
152988,23/01/2021,18:37:00,CROISSANT,1,1.1
152989,23/01/2021,18:41:00,COOKIE,1,1
152990,23/01/2021,01:15:00,TRADITIONAL BAGUETTE,1,1.2
152992,24/01/2021,08:47:00,TRADITIONAL BAGUETTE,5,1.2
152994,24/01/2021,09:07:00,COUPE,1,0.15
152994,24/01/2021,09:07:00,BOULE 200G,1,1.1
152994,24/01/2021,09:07:00,CROISSANT,5,1.1
152994,24/01/2021,09:07:00,DEMI BAGUETTE,1,0.45
152995,24/01/2021,09:15:00,PAIN CHOCO AMANDES,2,1.5
152996,24/01/2021,09:19:00,PAIN AU CHOCOLAT,2,1.2
152997,24/01/2021,09:21:00,BANETTE,4,1.05
152997,24/01/2021,09:21:00,FICELLE,1,0.6
152999,24/01/2021,09:42:00,CROISSANT,3,1.1
153000,24/01/2021,09:43:00,TRADITIONAL BAGUETTE,1,1.2
153000,24/01/2021,09:43:00,BRIOCHE,1,5
153001,24/01/2021,09:45:00,TARTELETTE,2,
153003,24/01/2021,09:48:00,TRADITIONAL BAGUETTE,1,1.2
153003,24/01/2021,09:48:00,BAGUETTE,1,0.9
153003,24/01/2021,09:48:00,croissant,2,1.1
153004,24/01/2021,09:49:00,CROISSANT,4,1.1
153004,24/01/2021,09:49:00,BAGUETTE,1,0.9
153006,24/01/2021,09:59:00,TRADITIONAL BAGUETTE,2,1.2
153007,24/01/2021,10:01:00,GAL FRANGIPANE 6P,1,12
153007,24/01/2021,10:01:00,TRADITIONAL BAGUETTE,1,1.2
153007,24/01/2021,10:01:00,PAIN AU CHOCOLAT,5,1.2
153008,24/01/2021,10:02:00,GAL FRANGIPANE 4P,1,8
153009,24/01/2021,10:04:00,TRADITIONAL BAGUETTE,1,1.2
153011,24/01/2021,10:15:00,COUPE,1,0.15
153014,24/01/2021,10:19:00,MOISSON,1,2
153014,24/01/2021,10:19:00,CROISSANT,2,1.1
153015,24/01/2021,10:20:00,CROISSANT,3,1.1
153016,24/01/2021,10:24:00,TRADITIONAL BAGUETTE,2,1.2
153017,24/01/2021,10:27:00,BANETTE,1,"1,05"
153022,24/01/2021,10:40:00,BOULE 400G,1,1.5
153022,24/01/2021,10:40:00,SAVARIN,1,2
153023,24/01/2021,10:42:00,TRADITIONAL BAGUETTE,2,1.2
153029,24/01/2021,10:52:00,BANETTE,1,1.05
153031,24/01/2021,10:56:00,BANETTE,1,1.05
153032,24/01/2021,10:57:00,TRADITIONAL BAGUETTE,2,1.2
153032,24/01/2021,00:00:00,COUPE,1,0.15
153032,24/01/2021,10:57:00,VIK BREAD,1,2.5
153034,24/01/2021,10:59:00,CROISSANT,1,1.1
153037,24/01/2021,11:08:00,GAL FRANGIPANE 4P,1,8
153038,24/01/2021,11:09:00,TRADITIONAL BAGUETTE,1,1.2
153038,24/01/2021,11:09:00,SEIGLE,1,1.8
153039,24/01/2021,11:10:00,CROISSANT,4,1.1
153039,24/01/2021,11:10:00,TRADITIONAL BAGUETTE,1,1.2
153041,24/01/2021,11:13:00,BAGUETTE,1,0.9
153043,24/01/2021,11:19:00,SACHET VIENNOISERIE,1,4
153044,24/01/2021,11:20:00,TRADITIONAL BAGUETTE,2,1.2
153045,24/01/2021,11:20:00,BAGUETTE,1,0.9
153046,24/01/2021,11:21:00,BAGUETTE,1,0.9
153046,24/01/2021,11:21:00,BOULE 200G,1,1.1
153051,24/01/2021,11:23:00,PARIS BREST,1,2
153051,24/01/2021,11:23:00,COUPE,2,0.15
153051,24/01/2021,11:23:00,COUPE,1,0.15
153052,24/01/2021,11:01:00,BOULE 200G,1,1.1
153053,24/01/2021,11:01:00,PAIN BANETTE,1,1.4
153055,24/01/2021,11:27:00,COUPE,1,0.15
153057,24/01/2021,11:31:00,  COUPE  ,1,0.15
153058,24/01/2021,11:32:00,COUPE,1,
153059,24/01/2021,11:35:00,unknown,2,1.1
153060,24/01/2021,11:36:00,SAVARIN,1,2
153061,24/01/2021,11:37:00,BANETTE,1,1.05
153061,24/01/2021,11:37:00,COUPE,1,0.15
153062,24/01/2021,11:38:00,VIK BREAD,2,2.5
153064,24/01/2021,11:39:00,TRADITIONAL BAGUETTE,2,1.2
153064,24/01/2021,11:39:00,COUPE,1,0.15
153065,24/01/2021,11:40:00,BANETTE,1,1.05
153066,24/01/2021,11:40:00,TRADITIONAL BAGUETTE,1,1.2
153068,24/01/2021,11:42:00,SPECIAL BREAD,1,2.4
153069,24/01/2021,11:44:00,KOUIGN AMANN,1,2.1
153069,24/01/2021,11:44:00,,1,2
153069,24/01/2021,11:44:00,BANETTE,2,1.05
153070,24/01/2021,11:47:00,SPECIAL BREAD,2,2.4
153070,24/01/2021,11:47:00,  ROYAL 4P  ,2,12
153071,24/01/2021,11:47:00,CHOU CHANTILLY,1,2
153071,24/01/2021,11:47:00,FLAN,1,2
153071,24/01/2021,11:47:00,TRADITIONAL BAGUETTE,1,1.2
153072,24/01/2021,11:49:00,TARTELETTE,1,2
153073,24/01/2021,11:49:00,TRADITIONAL BAGUETTE,4,1.2
153076,24/01/2021,00:00:00,BAGUETTE,1,0.9
153076,24/01/2021,11:50:00,FICELLE,1,0.6
153078,24/01/2021,11:52:00,TRADITIONAL BAGUETTE,2,1.2
153081,24/01/2021,11:54:00,TRADITIONAL BAGUETTE,1,1.2
153082,24/01/2021,11:55:00,TRADITIONAL BAGUETTE,1,1.2
153084,24/01/2021,11:56:00,paris   brest,1,2
153088,24/01/2021,11:59:00,QUIM BREAD,1,1
153088,24/01/2021,11:59:00,PAIN AU CHOCOLAT,1,1.2
153089,24/01/2021,12:00:00,KOUIGN AMANN,1,"2,1"
153089,24/01/2021,12:00:00,TRADITIONAL BAGUETTE,4,1.2
153090,24/01/2021,12:02:00,TRADITIONAL BAGUETTE,2,1.2
153090,24/01/2021,12:02:00,SPECIAL BREAD,1,2.4
153092,24/01/2021,12:03:00,VIK BREAD,1,2.5
153094,24/01/2021,12:05:00,MOISSON,1,2
153095,24/01/2021,12:07:00,TRADITIONAL BAGUETTE,2,1.2
153096,24/01/2021,12:08:00,TRADITIONAL BAGUETTE,2,
153096,24/01/2021,12:08:00,GD KOUIGN AMANN,1,7.5
153097,24/01/2021,12:09:00,BAGUETTE GRAINE,2,1.3
153097,24/01/2021,12:09:00,TRADITIONAL BAGUETTE,3,1.2
153101,24/01/2021,12:17:00,TRADITIONAL BAGUETTE,2,1.2
153103,24/01/2021,12:18:00,BAGUETTE,1,0.9
153103,24/01/2021,12:18:00,TRADITIONAL BAGUETTE,1,1.2
153105,24/01/2021,12:21:00,PAIN AU CHOCOLAT,2,1.2
153105,24/01/2021,12:21:00,COUPE,1,0.15
153105,24/01/2021,00:00:00,TRADITIONAL BAGUETTE,1,1.2
153107,24/01/2021,12:23:00,PAIN AU CHOCOLAT,2,1.2
153107,24/01/2021,12:23:00,BAGUETTE,1,0.9
153109,24/01/2021,12:26:00,BAGUETTE GRAINE,3,1.3
153109,24/01/2021,12:26:00,SEIGLE,1,1.8
153110,24/01/2021,12:27:00,BOULE 400G,1,1.5
153111,24/01/2021,12:27:00,TRADITIONAL BAGUETTE,1,1.2
153112,24/01/2021,12:28:00,TRADITIONAL BAGUETTE,3,1.2
153113,24/01/2021,12:29:00,TRADITIONAL BAGUETTE,1,1.2
153114,24/01/2021,12:30:00,ECLAIR,1,2
153116,24/01/2021,12:33:00,COUPE,2,0.15
153116,24/01/2021,12:33:00,TRADITIONAL BAGUETTE,1,1.2
153117,24/01/2021,12:35:00,TRADITIONAL BAGUETTE,1,1.2
153118,24/01/2021,12:36:00,TARTELETTE,2,2
153118,24/01/2021,12:36:00,TRADITIONAL BAGUETTE,1,1.2
153119,24/01/2021,12:37:00,COUPE,1,0.15
153121,24/01/2021,12:40:00,BAGUETTE,3,0.9
153121,24/01/2021,12:40:00,GAL POMME 6P,1,12
153122,24/01/2021,12:40:00,TRADITIONAL BAGUETTE,1,1.2
153125,24/01/2021,12:42:00,CEREAL BAGUETTE,1,1.25
153125,24/01/2021,12:42:00,TRADITIONAL BAGUETTE,2,1.2
153126,24/01/2021,12:42:00,QUIM BREAD,1,1
153127,24/01/2021,9:37 AM,COUPE,3,0.15
153127,24/01/2021,01:15:00,COMPLET,3,1.5
153129,24/01/2021,12:45:00,TRADITIONAL BAGUETTE,1,1.2
153131,24/01/2021,12:48:00,TRADITIONAL BAGUETTE,1,1.2
153133,24/01/2021,12:52:00,TRADITIONAL BAGUETTE,2,1.2
153135,24/01/2021,12:54:00,,1,2.5
153139,24/01/2021,13:02:00,CROISSANT AMANDES,1,1.4
153140,24/01/2021,13:04:00,TRADITIONAL BAGUETTE,2,1.2
153144,24/01/2021,13:07:00,TRADITIONAL BAGUETTE,1,1.2
153145,24/01/2021,13:08:00,KOUIGN AMANN,2,2.1
153146,24/01/2021,13:09:00,TRADITIONAL BAGUETTE,1,1.2
153147,24/01/2021,13:12:00,COUPE,1,0.15
153147,24/01/2021,13:12:00,FLAN,1,2
153147,24/01/2021,13:12:00,SPECIAL BREAD,1,2.4
153148,24/01/2021,13:13:00,PAIN,1,1.15
153149,24/01/2021,13:14:00,BAGUETTE GRAINE,1,1.3
153151,24/01/2021,13:21:00,  ECLAIR  ,1,2
153152,24/01/2021,13:23:00,TRADITIONAL BAGUETTE,1,1.2
153156,24/01/2021,13:38:00,COUPE,1,0.15
153156,24/01/2021,13:38:00,BOULE 200G,1,1.1
153160,24/01/2021,14:00:00,PAIN BANETTE,1,1.4
153163,25/01/2021,08:37:00,TRADITIONAL BAGUETTE,1,1.2
153163,25/01/2021,08:37:00,PAIN AU CHOCOLAT,1,1.2
153164,25/01/2021,00:00:00,croissant,2,1.1
153164,25/01/2021,08:38:00,COUPE,1,0.15
153165,25/01/2021,08:41:00,PAIN AU CHOCOLAT,3,1.2
153165,25/01/2021,08:41:00,unknown,1,1.2
153166,25/01/2021,08:54:00,pain   au   chocolat,5,1.2
153167,25/01/2021,09:03:00,COUPE,1,0.15
153167,25/01/2021,09:03:00,,1,0.9
153168,25/01/2021,09:04:00,PAIN AU CHOCOLAT,2,1.2
153169,25/01/2021,09:18:00,CROISSANT AMANDES,1,1.4
153169,25/01/2021,09:18:00,CHAUSSON AUX POMMES,1,1.4
153170,25/01/2021,09:19:00,TRADITIONAL BAGUETTE,2,1.2
153170,25/01/2021,09:19:00,CROISSANT,2,1.1
153172,25/01/2021,09:30:00,TRADITIONAL BAGUETTE,2,1.2
153173,25/01/2021,09:32:00,CROISSANT,2,1.1
153175,25/01/2021,01:15:00,,2,1.05
153176,25/01/2021,09:42:00,PAIN AUX RAISINS,2,1.4
153178,25/01/2021,09:51:00,CROISSANT,2,1.1
153179,25/01/2021,09:52:00,FLAN ABRICOT,2,2.1
153179,25/01/2021,09:52:00,PAIN AU CHOCOLAT,2,1.2
153182,25/01/2021,09:56:00,BANETTINE,1,0.6
153182,25/01/2021,09:56:00,TRADITIONAL BAGUETTE,1,1.2
153184,25/01/2021,10:00:00,PAIN AU CHOCOLAT,1,1.2
153185,25/01/2021,10:03:00,CROISSANT,4,1.1
153186,25/01/2021,10:07:00,TRADITIONAL BAGUETTE,2,1.2
153186,25/01/2021,10:07:00,PAIN AUX RAISINS,1,1.4
153188,25/01/2021,10:21:00,TRADITIONAL BAGUETTE,1,€ 1.2
153190,25/01/2021,10:23:00,,1,0.9
153194,25/01/2021,10:36:00,BAGUETTE,2,0.9
153195,25/01/2021,10:36:00,BANETTE,1,1.05
153195,25/01/2021,10:36:00,CROISSANT AMANDES,4,1.4
153195,25/01/2021,10:36:00,PAIN CHOCO AMANDES,2,1.5
153196,25/01/2021,10:37:00,TRADITIONAL BAGUETTE,1,1.2
153198,25/01/2021,10:42:00,BAGUETTE,1,0.9
153200,25/01/2021,10:50:00,TRADITIONAL BAGUETTE,1,1.2
153202,25/01/2021,11:05:00,TRADITIONAL BAGUETTE,1,1.2
153203,25/01/2021,01:15:00,CEREAL BAGUETTE,1,1.25
153204,25/01/2021,11:14:00,PAIN,1,1.15
153205,25/01/2021,11:21:00,PAIN AUX RAISINS,1,1.4
153205,25/01/2021,11:21:00,CROISSANT,1,1.1
153208,25/01/2021,11:32:00,CROISSANT,1,1.1
153208,25/01/2021,11:32:00,COUPE,1,0.15
153208,25/01/2021,11:32:00,SPECIAL BREAD,1,2.4
153211,25/01/2021,11:35:00,TRADITIONAL BAGUETTE,1,1.2
153215,25/01/2021,11:47:00,BANETTE,1,1.05
153216,25/01/2021,11:51:00,BOULE POLKA,2,"1,6"
153216,25/01/2021,11:51:00,COUPE,2,0.15
153219,25/01/2021,11:55:00,BAGUETTE,3,0.9
153220,25/01/2021,01:15:00,unknown,1,"1,2"
153221,25/01/2021,11:59:00,TRADITIONAL BAGUETTE,3,1.2
153223,25/01/2021,12:02:00,CROISSANT,1,1.1
153223,25/01/2021,12:02:00,TRADITIONAL BAGUETTE,1,1.2
153224,25/01/2021,12:06:00,BOULE 200G,1,1.1
153227,25/01/2021,12:18:00,BANETTE,1,1.05
153227,25/01/2021,12:18:00,COUPE,1,0.15
153227,25/01/2021,12:18:00,BOULE 400G,1,1.5
153233,25/01/2021,12:29:00,TRADITIONAL BAGUETTE,2,1.2
153235,25/01/2021,12:31:00,TRADITIONAL BAGUETTE,1,1.2
153236,25/01/2021,12:35:00,NANTAIS,1,2.5
153240,25/01/2021,12:45:00,COUPE,1,0.15
153242,25/01/2021,12:52:00,TRADITIONAL BAGUETTE,1,1.2
153244,25/01/2021,12:55:00,TRADITIONAL BAGUETTE,2,1.2
153245,25/01/2021,9:37 AM,COMPLET,1,1.5
153245,25/01/2021,13:00:00,COUPE,1,0.15
153248,25/01/2021,13:08:00,TRADITIONAL BAGUETTE,1,1.2
153250,25/01/2021,13:10:00,COUPE,1,0.15
153250,25/01/2021,13:10:00,VIK BREAD,1,2.5
153252,25/01/2021,13:11:00,BANETTE,2,1.05
153258,25/01/2021,13:26:00,TRADITIONAL BAGUETTE,1,1.2
153260,25/01/2021,13:28:00,BANETTE,1,1.05
153261,25/01/2021,13:32:00,TRADITIONAL BAGUETTE,1,1.2
153263,25/01/2021,13:39:00,,2,0.15
153264,25/01/2021,13:43:00,BANETTE,1,1.05
153270,25/01/2021,13:54:00,SAND JB EMMENTAL,-1,3.5
153272,25/01/2021,13:55:00,SPECIAL BREAD,1,€ 2.4
153274,25/01/2021,17:00:00,COUPE,1,0.15
153275,25/01/2021,17:04:00,DEMI BAGUETTE,1,0.45
153276,25/01/2021,17:20:00,COUPE,1,0.15
153277,25/01/2021,17:27:00,TRADITIONAL BAGUETTE,1,1.2
153278,25/01/2021,17:34:00,COUPE,1,0.15
153279,25/01/2021,17:37:00,BANETTE,1,1.05
153280,25/01/2021,17:48:00,CHOU CHANTILLY,1,2
153281,25/01/2021,17:58:00,  FINANCIER X5  ,1,3
153281,25/01/2021,17:58:00,KOUIGN AMANN,1,2.1
153283,25/01/2021,18:11:00,BOULE 400G,1,1.5
153286,25/01/2021,18:21:00,CAMPAGNE,1,1.8
153287,25/01/2021,18:29:00,FLAN ABRICOT,1,2.1
153289,25/01/2021,18:31:00,TRADITIONAL BAGUETTE,1,1.2
153290,25/01/2021,00:00:00,TRADITIONAL BAGUETTE,1,1.2
153292,25/01/2021,18:34:00,SPECIAL BREAD,1,2.4
153294,25/01/2021,18:37:00,COUPE,1,0.15
153297,26/01/2021,08:31:00,BANETTE,1,1.05
153298,26/01/2021,08:41:00,unknown,2,1.1
153299,26/01/2021,08:42:00,TRADITIONAL BAGUETTE,1,1.2
153301,26/01/2021,08:51:00,PAIN AUX RAISINS,1,1.4
153301,26/01/2021,08:51:00,CAFE OU EAU,2,1
153302,26/01/2021,09:03:00,DEMI BAGUETTE,1,0.45
153302,26/01/2021,09:03:00,CROISSANT,2,1.1
153303,26/01/2021,09:05:00,CAFE OU EAU,2,1
153303,26/01/2021,09:05:00,COMPLET,1,1.5
153304,26/01/2021,09:07:00,CROISSANT AMANDES,1,1.4
153304,26/01/2021,9:37 AM,COOKIE,1,1
153307,26/01/2021,09:11:00,FORMULE SANDWICH,1,6.5
153308,26/01/2021,09:12:00,PAIN AU CHOCOLAT,3,1.2
153308,26/01/2021,09:12:00,CROISSANT,2,€ 1.1
153309,26/01/2021,09:14:00,PAIN AU CHOCOLAT,2,1.2
153311,26/01/2021,09:01:00,  TRADITIONAL BAGUETTE  ,1,1.2
153320,26/01/2021,09:48:00,FORMULE SANDWICH,1,6.5
153323,26/01/2021,09:52:00,TRADITIONAL BAGUETTE,1,1.2
153324,26/01/2021,09:57:00,TRADITIONAL BAGUETTE,1,1.2
153326,26/01/2021,10:03:00,COOKIE,1,1
153327,26/01/2021,10:05:00,QUIM BREAD,-1,1
153329,26/01/2021,10:09:00,SPECIAL BREAD,1,2.4
153331,26/01/2021,10:15:00,BAGUETTE,2,0.9
153332,26/01/2021,01:15:00,BANETTE,2,1.05
153333,26/01/2021,10:24:00,TRADITIONAL BAGUETTE,1,1.2
153335,26/01/2021,10:41:00,TRADITIONAL BAGUETTE,-3,1.2
153336,26/01/2021,10:41:00,TRADITIONAL BAGUETTE,3,"1,2"
153337,26/01/2021,10:42:00,BANETTE,1,1.05
153343,26/01/2021,10:49:00,BAGUETTE,4,0.9
153344,26/01/2021,10:50:00,BAGUETTE,1,0.9
153347,26/01/2021,11:02:00,SANDWICH COMPLET,1,4.5
153348,26/01/2021,11:03:00,BANETTE,1,1.05
153349,26/01/2021,11:03:00,BAGUETTE,1,0.9
153350,26/01/2021,11:04:00,TRADITIONAL BAGUETTE,1,1.2
153352,26/01/2021,11:09:00,seigle,1,1.8
153352,26/01/2021,11:09:00,COUPE,1,0.15
153353,26/01/2021,11:22:00,BANETTE,1,1.05
153354,26/01/2021,11:24:00,BANETTE,2,1.05
153355,26/01/2021,11:29:00,BANETTE,1,1.05
153358,26/01/2021,11:33:00,BAGUETTE,1,0.9
153360,26/01/2021,11:43:00,GAL FRANGIPANE 4P,1,€ 8.0
153361,26/01/2021,11:44:00,TRADITIONAL BAGUETTE,1,1.2
153363,26/01/2021,11:47:00,BAGUETTE,6,0.9
153364,26/01/2021,11:48:00,BOULE 200G,1,1.1
153365,26/01/2021,11:52:00,COOKIE,6,1
153365,26/01/2021,11:52:00,PAIN AU CHOCOLAT,1,1.2
153365,26/01/2021,11:52:00,CROISSANT,1,1.1
153366,26/01/2021,11:56:00,  SPECIAL BREAD  ,-1,2.4
153366,26/01/2021,00:00:00,PAIN AU CHOCOLAT,-1,1.2
153367,26/01/2021,11:56:00,unknown,1,0.9
153368,26/01/2021,11:56:00,COOKIE,6,1
153368,26/01/2021,11:56:00,FINANCIER X5,1,3
153369,26/01/2021,11:58:00,,1,1.5
153370,26/01/2021,11:58:00,BOULE 400G,-1,1.5
153372,26/01/2021,12:06:00,COUPE,-2,0.15
153373,26/01/2021,12:07:00,BANETTINE,1,0.6
153373,26/01/2021,12:07:00,BANETTE,-1,1.05
153374,26/01/2021,12:07:00,unknown,2,
153375,26/01/2021,12:08:00,baguette,1,€ 0.9
153380,26/01/2021,12:14:00,BANETTE,-1,1.05
153381,26/01/2021,12:14:00,DEMI BAGUETTE,1,0.45
153387,26/01/2021,12:30:00,TRADITIONAL BAGUETTE,1,1.2
153389,26/01/2021,12:35:00,TARTELETTE,2,2
153392,26/01/2021,00:00:00,CHAUSSON AUX POMMES,2,1.4
153393,26/01/2021,12:44:00,COUPE,-1,0.15
153396,26/01/2021,12:48:00,BOULE 400G,1,1.5
153396,26/01/2021,12:48:00,COUPE,1,0.15
153396,26/01/2021,12:48:00,SPECIAL BREAD,1,2.4
153397,26/01/2021,12:49:00,SEIGLE,1,"1,8"
153398,26/01/2021,12:50:00,CEREAL BAGUETTE,1,1.25
153399,26/01/2021,12:58:00,TRADITIONAL BAGUETTE,1,1.2
153404,26/01/2021,13:05:00,SACHET VIENNOISERIE,1,4
153404,26/01/2021,13:05:00,PAIN BANETTE,-1,1.4
153405,26/01/2021,13:12:00,SANDWICH COMPLET,2,4.5
153405,26/01/2021,13:12:00,BANETTINE,1,0.6
153406,26/01/2021,13:13:00,COUPE,1,0.15
153409,26/01/2021,13:14:00,BAGUETTE,1,0.9
153410,26/01/2021,13:20:00,SPECIAL BREAD,1,"2,4"
153411,26/01/2021,13:01:00,FORMULE SANDWICH,1,6.5
153412,26/01/2021,13:27:00,COUPE,1,0.15
153412,26/01/2021,13:27:00,TRADITIONAL BAGUETTE,1,1.2
153413,26/01/2021,13:28:00,unknown,2,1.2
153414,26/01/2021,13:28:00,CEREAL BAGUETTE,1,1.25
153414,26/01/2021,13:28:00,COUPE,1,0.15
153414,26/01/2021,13:28:00,COMPLET,1,1.5
153418,26/01/2021,13:44:00,TRADITIONAL BAGUETTE,2,1.2
153422,26/01/2021,13:53:00,TRADITIONAL BAGUETTE,2,1.2
153423,26/01/2021,13:56:00,DIVERS SANDWICHS,1,2.5
153425,26/01/2021,17:04:00,BOULE POLKA,1,1.6
153426,26/01/2021,17:21:00,COMPLET,3,1.5
153426,26/01/2021,17:21:00,COUPE,3,0.15
153427,26/01/2021,17:30:00,FICELLE,2,0.6
153430,26/01/2021,17:32:00,FICELLE,2,0.6
153431,26/01/2021,17:35:00,TRADITIONAL BAGUETTE,3,1.2
153433,26/01/2021,17:38:00,traditional   baguette,1,1.2
153434,26/01/2021,17:40:00,TRADITIONAL BAGUETTE,1,1.2
153435,26/01/2021,17:46:00,BAGUETTE,2,0.9
153436,26/01/2021,17:53:00,DIVERS BOULANGERIE,1,2
153437,26/01/2021,17:54:00,MOISSON,1,2
153439,26/01/2021,00:00:00,TRADITIONAL BAGUETTE,1,1.2
153441,26/01/2021,18:01:00,PAIN AU CHOCOLAT,3,1.2
153442,26/01/2021,18:02:00,FONDANT CHOCOLAT,1,2.5
153442,26/01/2021,18:02:00,PAIN AU CHOCOLAT,2,1.2
153442,26/01/2021,18:02:00,KOUIGN AMANN,1,2.1
153444,26/01/2021,18:07:00,BOULE 400G,1,1.5
153444,26/01/2021,18:07:00,COUPE,1,0.15
153446,26/01/2021,18:14:00,TRADITIONAL BAGUETTE,1,1.2
153447,26/01/2021,18:18:00,TRADITIONAL BAGUETTE,2,1.2
153448,26/01/2021,18:21:00,KOUIGN AMANN,2,2.1
153448,26/01/2021,18:21:00,CROISSANT AMANDES,1,1.4
153448,26/01/2021,18:21:00,TRADITIONAL BAGUETTE,1,1.2
153450,26/01/2021,18:23:00,TRADITIONAL BAGUETTE,1,1.2
153451,26/01/2021,18:28:00,SACHET DE CROUTON,1,1.6
153451,26/01/2021,18:28:00,TRADITIONAL BAGUETTE,1,1.2
153452,26/01/2021,18:35:00,SPECIAL BREAD,1,2.4
153453,26/01/2021,9:37 AM,TRADITIONAL BAGUETTE,1,€ 1.2
153455,26/01/2021,18:42:00,TRADITIONAL BAGUETTE,2,1.2
153461,28/01/2021,08:56:00,CROISSANT,2,1.1
153465,28/01/2021,09:12:00,COMPLET,1,1.5
153465,28/01/2021,09:12:00,BAGUETTE,1,0.9
153468,28/01/2021,09:38:00,TRADITIONAL BAGUETTE,1,1.2
153471,28/01/2021,09:52:00,TRADITIONAL BAGUETTE,1,1.2
153472,28/01/2021,09:56:00,pain   banette,1,1.4
153473,28/01/2021,10:09:00,COUPE,1,0.15
153474,28/01/2021,10:10:00,PAIN BANETTE,1,1.4
153474,28/01/2021,10:10:00,PAIN,1,1.15
153475,28/01/2021,10:12:00,BANETTINE,1,0.6
153475,28/01/2021,10:12:00,  TRADITIONAL BAGUETTE  ,1,1.2
153476,28/01/2021,10:13:00,PAIN,1,1.15
153477,28/01/2021,10:15:00,BAGUETTE,1,0.9
153478,28/01/2021,10:18:00,TRADITIONAL BAGUETTE,1,1.2
153479,28/01/2021,10:21:00,PAIN AU CHOCOLAT,4,1.2
153480,28/01/2021,10:23:00,TRADITIONAL BAGUETTE,1,1.2
153480,28/01/2021,10:23:00,CROISSANT,2,€ 1.1
153481,28/01/2021,10:26:00,BANETTE,4,1.05
153482,28/01/2021,10:29:00,TRADITIONAL BAGUETTE,1,1.2
153483,28/01/2021,10:30:00,BAGUETTE,2,0.9
153487,28/01/2021,10:49:00,BANETTE,1,1.05
153491,28/01/2021,10:59:00,TRADITIONAL BAGUETTE,1,1.2
153492,28/01/2021,11:00:00,  TRADITIONAL BAGUETTE  ,1,1.2
153494,28/01/2021,11:09:00,SPECIAL BREAD,1,"2,4"
153497,28/01/2021,11:15:00,PAIN BANETTE,1,1.4
153499,28/01/2021,11:20:00,CAFE OU EAU,1,1
153501,28/01/2021,11:23:00,BANETTINE,1,0.6
153502,28/01/2021,11:24:00,TRADITIONAL BAGUETTE,1,1.2
153502,28/01/2021,11:24:00,unknown,1,0.15
153503,28/01/2021,11:26:00,COUPE,1,0.15
153504,28/01/2021,11:36:00,FICELLE,1,0.6
153505,28/01/2021,11:37:00,TRADITIONAL BAGUETTE,1,1.2
153507,28/01/2021,11:40:00,TRADITIONAL BAGUETTE,1,1.2
153510,28/01/2021,11:49:00,BOULE 200G,1,
